,Airlines,Departure_Time,Route,Arrival_Time,Flight_Duration,Total_Stops,Price
1052,AirAsia (India),12:50,DEL–GOI, 3:25,2hr 35min,Nonstop,"₹17,325"
1053,IndiGo,10:00,DEL–GOI, 12:3,2hr 30min,Nonstop,"₹17,433"
1054,IndiGo,9:55,DEL–GOI,6:15,8hr 20min,1 stop,"₹17,726"
1055,SpiceJet,8:25,DEL–GOI,12:25,4hr,1 stop,"₹17,768"
1056,SpiceJet,8:10,DEL–GOI,7:20,11hr 10min,1 stop,"₹18,226"
1057,IndiGo,5:15,DEL–GOI,1:55,8hr 40min,1 stop,"₹18,335"
1058,SpiceJet,4:30,DEL–GOI,7:20,14hr 50min,1 stop,"₹18,501"
1059,AirAsia (India),10:40,DEL–GOI, 1:15,2hr 35min,Nonstop,"₹18,689"
1060,IndiGo,8:10,DEL–GOI,1:55,5hr 45min,1 stop,"₹19,553"
1061,IndiGo,6:30,DEL–GOI,2:05,7hr 35min,1 stop,"₹19,755"
1062,IndiGo,9:50,DEL–GOI,2:05,4hr 15min,1 stop,"₹19,755"
1063,IndiGo,10:30,DEL–GOI, 6:50,8hr 20min,1 stop,"₹20,288"
1064,Air India,9:15,DEL–GOI,10:20,25hr 5min,1 stop,"₹20,574"
1065,Air India,10:30,DEL–GOI, 10:2,23hr 50min,1 stop,"₹20,574"
1066,IndiGo,6:05,DEL–GOI,10:55,4hr 50min,1 stop,"₹21,391"
1067,GO FIRST,5:25,DEL–GOI,7:15,13hr 50min,1 stop,"₹21,457"
1068,GO FIRST,6:15,DEL–GOI,7:15,13hr,1 stop,"₹21,457"
1069,GO FIRST,1:20,DEL–GOI,7:15,5hr 55min,1 stop,"₹21,457"
1070,GO FIRST,8:50,DEL–GOI,10:00,13hr 10min,1 stop,"₹21,457"
1071,GO FIRST,10:15,DEL–GOI, 10:0,11hr 45min,1 stop,"₹21,457"
1072,GO FIRST,10:45,DEL–GOI, 10:0,11hr 15min,1 stop,"₹21,457"
1073,SpiceJet,5:05,DEL–GOI,12:25,7hr 20min,1 stop,"₹21,549"
1074,IndiGo,3:00,DEL–GOI,10:55,7hr 55min,1 stop,"₹21,706"
1075,SpiceJet,9:40,DEL–GOI,12:55,15hr 15min,1 stop,"₹22,042"
1076,Air India,7:00,DEL–GOI,10:20,15hr 20min,1 stop,"₹22,044"
1077,Air India,8:00,DEL–GOI,10:20,14hr 20min,1 stop,"₹22,044"
1078,Air India,9:00,DEL–GOI,10:20,13hr 20min,1 stop,"₹22,044"
1079,Air India,10:00,DEL–GOI, 10:2,12hr 20min,1 stop,"₹22,044"
1080,Air India,2:00,DEL–GOI,10:20,8hr 20min,1 stop,"₹22,044"
1081,Air India,2:00,DEL–GOI,2:35,24hr 35min,1 stop,"₹22,044"
1082,Air India,2:30,DEL–GOI,10:20,7hr 50min,2 stops,"₹22,044"
1083,Air India,5:55,DEL–GOI,10:20,4hr 25min,1 stop,"₹22,044"
1084,Air India,5:55,DEL–GOI,2:35,20hr 40min,1 stop,"₹22,044"
1085,Air India,7:00,DEL–GOI,2:35,19hr 35min,1 stop,"₹22,044"
1086,Air India,8:00,DEL–GOI,2:35,18hr 35min,1 stop,"₹22,044"
1087,Air India,9:15,DEL–GOI,2:35,17hr 20min,1 stop,"₹22,044"
1088,Air India,10:30,DEL–GOI, 2:35,16hr 5min,1 stop,"₹22,044"
1089,IndiGo,5:55,DEL–GOI,1:10,7hr 15min,1 stop,"₹22,336"
1090,IndiGo,9:05,DEL–GOI,2:50,5hr 45min,1 stop,"₹22,375"
1091,GO FIRST,6:20,DEL–GOI,6:15,11hr 55min,1 stop,"₹22,401"
1092,GO FIRST,8:50,DEL–GOI,6:15,9hr 25min,1 stop,"₹22,401"
1093,GO FIRST,10:15,DEL–GOI, 6:15,8hr,1 stop,"₹22,401"
1094,GO FIRST,10:45,DEL–GOI, 6:15,7hr 30min,1 stop,"₹22,401"
1095,GO FIRST,10:45,DEL–GOI, 12:4,14hr,1 stop,"₹22,401"
1096,IndiGo,12:45,DEL–GOI, 9:30,8hr 45min,1 stop,"₹22,441"
1097,IndiGo,3:00,DEL–GOI,9:30,6hr 30min,1 stop,"₹22,598"
1098,AirAsia (India),7:10,DEL–GOI,12:45,5hr 35min,1 stop,"₹22,725"
1099,IndiGo,1:25,DEL–GOI,9:30,8hr 5min,1 stop,"₹22,756"
1100,AirAsia (India),9:35,DEL–GOI,12:45,15hr 10min,1 stop,"₹22,869"
1101,Air India,7:00,DEL–GOI,6:20,23hr 20min,1 stop,"₹23,094"
1102,Air India,8:00,DEL–GOI,6:20,22hr 20min,1 stop,"₹23,094"
1103,Air India,9:00,DEL–GOI,6:20,21hr 20min,1 stop,"₹23,094"
1104,Air India,10:00,DEL–GOI, 6:20,20hr 20min,1 stop,"₹23,094"
1105,Air India,2:00,DEL–GOI,6:20,16hr 20min,1 stop,"₹23,094"
1106,Air India,2:30,DEL–GOI,6:20,15hr 50min,2 stops,"₹23,094"
1107,Air India,5:55,DEL–GOI,6:20,12hr 25min,1 stop,"₹23,094"
1108,Air India,7:00,DEL–GOI,6:20,11hr 20min,1 stop,"₹23,094"
1109,Air India,8:00,DEL–GOI,6:20,10hr 20min,1 stop,"₹23,094"
1110,Air India,9:15,DEL–GOI,6:20,9hr 5min,1 stop,"₹23,094"
1111,Air India,10:30,DEL–GOI, 6:20,7hr 50min,1 stop,"₹23,094"
1112,IndiGo,10:55,DEL–GOI, 7:45,8hr 50min,1 stop,"₹23,247"
1113,SpiceJet,12:30,DEL–GOI, 12:5,12hr 25min,1 stop,"₹23,512"
1114,GO FIRST,12:30,DEL–GOI, 5:45,5hr 15min,1 stop,"₹24,397"
1115,GO FIRST,1:00,DEL–GOI,5:45,4hr 45min,1 stop,"₹24,397"
1116,GO FIRST,1:15,DEL–GOI,5:45,4hr 30min,1 stop,"₹24,397"
1117,IndiGo,5:30,DEL–GOI,12:40,7hr 10min,1 stop,"₹24,425"
1118,IndiGo,6:30,DEL–GOI,12:40,6hr 10min,1 stop,"₹24,425"
1119,IndiGo,6:30,DEL–GOI,3:15,8hr 45min,1 stop,"₹24,425"
1120,IndiGo,8:45,DEL–GOI,6:10,9hr 25min,1 stop,"₹24,425"
1121,IndiGo,9:55,DEL–GOI,5:35,7hr 40min,1 stop,"₹24,436"
1122,IndiGo,12:45,DEL–GOI, 5:35,4hr 50min,1 stop,"₹24,436"
1123,IndiGo,5:15,DEL–GOI,1:10,7hr 55min,2 stops,"₹24,646"
1124,Air India,7:00,DEL–GOI,2:35,7hr 35min,1 stop,"₹24,669"
1125,Air India,8:00,DEL–GOI,2:35,6hr 35min,1 stop,"₹24,669"
1126,Air India,9:00,DEL–GOI,2:35,5hr 35min,1 stop,"₹24,669"
1127,Air India,10:00,DEL–GOI, 2:35,4hr 35min,1 stop,"₹24,669"
1128,IndiGo,1:50,DEL–GOI,6:50,5hr,1 stop,"₹24,751"
1129,IndiGo,5:20,DEL–GOI,2:15,8hr 55min,1 stop,"₹24,788"
1130,SpiceJet,6:55,DEL–GOI,12:55,6hr,1 stop,"₹24,876"
1131,SpiceJet,6:55,DEL–GOI,5:05,10hr 10min,1 stop,"₹24,876"
1132,SpiceJet,8:20,DEL–GOI,5:05,8hr 45min,1 stop,"₹24,876"
1133,IndiGo,8:00,DEL–GOI,3:15,7hr 15min,1 stop,"₹25,034"
1134,IndiGo,8:45,DEL–GOI,3:15,6hr 30min,1 stop,"₹25,034"
1135,IndiGo,5:15,DEL–GOI,10:40,5hr 25min,1 stop,"₹25,137"
1136,GO FIRST,5:25,DEL–GOI,3:50,10hr 25min,1 stop,"₹25,447"
1137,GO FIRST,6:15,DEL–GOI,3:50,9hr 35min,1 stop,"₹25,447"
1138,IndiGo,12:10,DEL–GOI, 6:15,6hr 5min,1 stop,"₹25,643"
1139,IndiGo,8:00,DEL–GOI,12:40,4hr 40min,1 stop,"₹25,643"
1140,IndiGo,9:35,DEL–GOI,6:10,8hr 35min,1 stop,"₹25,643"
1141,IndiGo,11:55,DEL–GOI, 6:10,6hr 15min,1 stop,"₹25,643"
1142,IndiGo,1:00,DEL–GOI,8:40,7hr 40min,1 stop,"₹26,082"
1143,IndiGo,7:55,DEL–GOI,2:00,6hr 5min,1 stop,"₹26,252"
1144,IndiGo,7:20,DEL–GOI,3:15,7hr 55min,1 stop,"₹26,483"
1145,IndiGo,9:35,DEL–GOI,3:15,5hr 40min,1 stop,"₹26,483"
1146,AirAsia (India),8:10,DEL–GOI,6:00,9hr 50min,2 stops,"₹26,484"
1147,AirAsia (India),8:10,DEL–GOI,7:25,11hr 15min,2 stops,"₹26,484"
1148,AirAsia (India),9:35,DEL–GOI,6:00,8hr 25min,2 stops,"₹26,484"
1149,AirAsia (India),9:35,DEL–GOI,7:25,9hr 50min,2 stops,"₹26,484"
1150,IndiGo,6:40,DEL–GOI,2:00,7hr 20min,1 stop,"₹26,861"
1151,IndiGo,6:55,DEL–GOI,2:10,7hr 15min,1 stop,"₹26,861"
1152,IndiGo,10:45,DEL–GOI, 6:10,7hr 25min,1 stop,"₹27,061"
1153,Vistara,5:55,DEL–GOI,7:50,25hr 55min,1 stop,"₹27,140"
1154,Vistara,7:30,DEL–GOI,7:50,24hr 20min,1 stop,"₹27,140"
1155,Vistara,11:40,DEL–GOI, 7:50,20hr 10min,1 stop,"₹27,140"
1156,Vistara,12:45,DEL–GOI, 7:50,19hr 5min,1 stop,"₹27,140"
1157,Vistara,2:20,DEL–GOI,7:50,17hr 30min,1 stop,"₹27,140"
1158,Vistara,3:30,DEL–GOI,7:50,16hr 20min,1 stop,"₹27,140"
1159,Vistara,4:55,DEL–GOI,7:50,14hr 55min,1 stop,"₹27,140"
1160,Vistara,5:45,DEL–GOI,7:50,14hr 5min,1 stop,"₹27,140"
1161,Vistara,7:00,DEL–GOI,7:50,12hr 50min,1 stop,"₹27,140"
1162,Vistara,7:45,DEL–GOI,7:50,12hr 5min,1 stop,"₹27,140"
1163,Vistara,8:40,DEL–GOI,7:50,11hr 10min,1 stop,"₹27,140"
1164,Vistara,9:30,DEL–GOI,7:50,10hr 20min,1 stop,"₹27,140"
1165,Vistara,2:15,DEL–GOI,2:05,23hr 50min,1 stop,"₹27,434"
1166,Vistara,4:05,DEL–GOI,2:05,22hr,1 stop,"₹27,434"
1167,Vistara,5:35,DEL–GOI,2:05,20hr 30min,1 stop,"₹27,434"
1168,Vistara,6:00,DEL–GOI,2:05,20hr 5min,1 stop,"₹27,434"
1169,Vistara,7:50,DEL–GOI,2:05,18hr 15min,1 stop,"₹27,434"
1170,Vistara,8:40,DEL–GOI,2:05,17hr 25min,1 stop,"₹27,434"
1171,IndiGo,7:20,DEL–GOI,12:40,5hr 20min,1 stop,"₹27,470"
1172,IndiGo,11:30,DEL–GOI, 8:40,9hr 10min,1 stop,"₹27,691"
1173,GO FIRST,5:45,DEL–GOI,4:55,11hr 10min,1 stop,"₹27,692"
1174,IndiGo,12:45,DEL–GOI, 6:00,5hr 15min,1 stop,"₹27,953"
1175,IndiGo,8:20,DEL–GOI,2:10,5hr 50min,1 stop,"₹28,079"
1176,IndiGo,6:00,DEL–GOI,2:10,8hr 10min,1 stop,"₹29,704"
1177,Air India,1:30,DEL–GOI,6:20,16hr 50min,2 stops,"₹29,863"
1178,Air India,5:15,DEL–GOI,6:20,13hr 5min,2 stops,"₹29,863"
1179,IndiGo,12:55,DEL–GOI, 7:20,6hr 25min,1 stop,"₹30,526"
1180,Vistara,2:10,DEL–GOI,7:50,17hr 40min,2 stops,"₹32,678"
1181,IndiGo,5:45,DEL–GOI,3:00,9hr 15min,1 stop,"₹33,464"
1182,Vistara,8:10,DEL–GOI,2:05,5hr 55min,1 stop,"₹34,259"
1183,IndiGo,6:05,DEL–GOI,2:30,8hr 25min,1 stop,"₹34,724"
1184,IndiGo,7:10,DEL–GOI,2:30,7hr 20min,1 stop,"₹34,724"
1185,IndiGo,6:40,DEL–GOI,3:00,8hr 20min,1 stop,"₹34,724"
1186,IndiGo,8:00,DEL–GOI,3:00,7hr,1 stop,"₹34,724"
1187,Vistara,9:05,DEL–GOI,2:05,5hr,1 stop,"₹35,361"
1188,Air India,10:45,DEL–GOI, 1:35,2hr 50min,Nonstop,"₹35,659"
1189,Vistara,6:15,DEL–GOI,2:05,7hr 50min,1 stop,"₹37,251"
1190,Vistara,5:55,DEL–GOI,12:45,6hr 50min,1 stop,"₹39,005"
1191,Vistara,7:30,DEL–GOI,12:45,5hr 15min,1 stop,"₹39,005"
1192,Vistara,2:20,DEL–GOI,12:45,22hr 25min,1 stop,"₹39,005"
1193,Vistara,3:30,DEL–GOI,12:45,21hr 15min,1 stop,"₹39,005"
1194,Vistara,5:45,DEL–GOI,12:45,19hr,1 stop,"₹39,005"
1195,Vistara,7:00,DEL–GOI,12:45,17hr 45min,1 stop,"₹39,005"
1196,Vistara,7:45,DEL–GOI,12:45,17hr,1 stop,"₹39,005"
1197,Vistara,8:40,DEL–GOI,12:45,16hr 5min,1 stop,"₹39,005"
1198,Vistara,9:30,DEL–GOI,12:45,15hr 15min,1 stop,"₹39,005"
1199,Air India,3:55,DEL–GOI,3:50,11hr 55min,1 stop,"₹145,557"
1200,Air India,7:40,DEL–GOI,3:50,20hr 10min,1 stop,"₹146,607"
1201,"Emirates, Air India",11:00,DEL–GOI, 3:50,16hr 50min,1 stop,"₹209,161"
1202,"Emirates, Air India",4:15,DEL–GOI,3:50,11hr 35min,1 stop,"₹209,161"
1203,Air India,4:50,DEL–GOI,3:50,11hr,1 stop,"₹216,855"
1204,GO FIRST,10:40,DEL–GOI, 1:20,2hr 40min,Nonstop,"₹15,984"
1205,SpiceJet,12:05,DEL–GOI, 2:25,2hr 20min,Nonstop,"₹16,383"
1206,IndiGo,12:25,DEL–GOI, 2:50,2hr 25min,Nonstop,"₹16,383"
1207,Vistara,11:10,DEL–GOI, 1:50,2hr 40min,Nonstop,"₹17,040"
1208,GO FIRST,5:25,DEL–GOI,5:25,12hr,1 stop,"₹16,246"
1209,GO FIRST,6:15,DEL–GOI,5:25,11hr 10min,1 stop,"₹16,246"
1210,GO FIRST,8:00,DEL–GOI,7:05,11hr 5min,1 stop,"₹16,246"
1211,AirAsia (India),8:00,DEL–GOI,10:35,2hr 35min,Nonstop,"₹16,275"
1212,Vistara,6:40,DEL–GOI,9:20,2hr 40min,Nonstop,"₹16,305"
1213,SpiceJet,9:00,DEL–GOI,11:35,2hr 35min,Nonstop,"₹16,383"
1214,IndiGo,4:20,DEL–GOI,6:40,2hr 20min,Nonstop,"₹16,383"
1215,IndiGo,7:00,DEL–GOI,9:30,2hr 30min,Nonstop,"₹16,383"
1216,IndiGo,9:45,DEL–GOI,12:20,2hr 35min,Nonstop,"₹16,383"
1217,Air India,10:00,DEL–GOI, 12:4,2hr 40min,Nonstop,"₹16,476"
1218,SpiceJet,5:45,DEL–GOI,6:15,12hr 30min,1 stop,"₹16,508"
1219,SpiceJet,5:35,DEL–GOI,8:35,15hr,1 stop,"₹16,966"
1220,IndiGo,11:00,DEL–GOI, 1:25,2hr 25min,Nonstop,"₹17,013"
1221,SpiceJet,4:30,DEL–GOI,8:35,4hr 5min,1 stop,"₹17,032"
1222,IndiGo,5:25,DEL–GOI,1:00,7hr 35min,1 stop,"₹17,197"
1223,IndiGo,7:35,DEL–GOI,1:00,5hr 25min,1 stop,"₹17,197"
1224,AirAsia (India),12:50,DEL–GOI, 3:25,2hr 35min,Nonstop,"₹17,325"
1225,IndiGo,10:00,DEL–GOI, 12:3,2hr 30min,Nonstop,"₹17,433"
1226,IndiGo,9:55,DEL–GOI,6:15,8hr 20min,1 stop,"₹17,726"
1227,SpiceJet,8:25,DEL–GOI,12:25,4hr,1 stop,"₹17,768"
1228,SpiceJet,8:10,DEL–GOI,7:20,11hr 10min,1 stop,"₹18,226"
1229,IndiGo,5:15,DEL–GOI,1:55,8hr 40min,1 stop,"₹18,335"
1230,SpiceJet,4:30,DEL–GOI,7:20,14hr 50min,1 stop,"₹18,501"
1231,AirAsia (India),10:40,DEL–GOI, 1:15,2hr 35min,Nonstop,"₹18,689"
1232,IndiGo,8:10,DEL–GOI,1:55,5hr 45min,1 stop,"₹19,553"
1233,IndiGo,6:30,DEL–GOI,2:05,7hr 35min,1 stop,"₹19,755"
1234,IndiGo,9:50,DEL–GOI,2:05,4hr 15min,1 stop,"₹19,755"
1235,IndiGo,10:30,DEL–GOI, 6:50,8hr 20min,1 stop,"₹20,288"
1236,Air India,9:15,DEL–GOI,10:20,25hr 5min,1 stop,"₹20,574"
1237,Air India,10:30,DEL–GOI, 10:2,23hr 50min,1 stop,"₹20,574"
1238,IndiGo,6:05,DEL–GOI,10:55,4hr 50min,1 stop,"₹21,391"
1239,GO FIRST,5:25,DEL–GOI,7:15,13hr 50min,1 stop,"₹21,457"
1240,GO FIRST,6:15,DEL–GOI,7:15,13hr,1 stop,"₹21,457"
1241,GO FIRST,1:20,DEL–GOI,7:15,5hr 55min,1 stop,"₹21,457"
1242,GO FIRST,8:50,DEL–GOI,10:00,13hr 10min,1 stop,"₹21,457"
1243,GO FIRST,10:15,DEL–GOI, 10:0,11hr 45min,1 stop,"₹21,457"
1244,GO FIRST,10:45,DEL–GOI, 10:0,11hr 15min,1 stop,"₹21,457"
1245,SpiceJet,5:05,DEL–GOI,12:25,7hr 20min,1 stop,"₹21,549"
1246,IndiGo,3:00,DEL–GOI,10:55,7hr 55min,1 stop,"₹21,706"
1247,SpiceJet,9:40,DEL–GOI,12:55,15hr 15min,1 stop,"₹22,042"
1248,Air India,7:00,DEL–GOI,10:20,15hr 20min,1 stop,"₹22,044"
1249,Air India,8:00,DEL–GOI,10:20,14hr 20min,1 stop,"₹22,044"
1250,Air India,9:00,DEL–GOI,10:20,13hr 20min,1 stop,"₹22,044"
1251,Air India,10:00,DEL–GOI, 10:2,12hr 20min,1 stop,"₹22,044"
1252,Air India,2:00,DEL–GOI,10:20,8hr 20min,1 stop,"₹22,044"
1253,Air India,2:00,DEL–GOI,2:35,24hr 35min,1 stop,"₹22,044"
1254,Air India,2:30,DEL–GOI,10:20,7hr 50min,2 stops,"₹22,044"
1255,Air India,5:55,DEL–GOI,10:20,4hr 25min,1 stop,"₹22,044"
1256,Air India,5:55,DEL–GOI,2:35,20hr 40min,1 stop,"₹22,044"
1257,Air India,7:00,DEL–GOI,2:35,19hr 35min,1 stop,"₹22,044"
1258,Air India,8:00,DEL–GOI,2:35,18hr 35min,1 stop,"₹22,044"
1259,Air India,9:15,DEL–GOI,2:35,17hr 20min,1 stop,"₹22,044"
1260,Air India,10:30,DEL–GOI, 2:35,16hr 5min,1 stop,"₹22,044"
1261,IndiGo,5:55,DEL–GOI,1:10,7hr 15min,1 stop,"₹22,336"
1262,IndiGo,9:05,DEL–GOI,2:50,5hr 45min,1 stop,"₹22,375"
1263,GO FIRST,6:20,DEL–GOI,6:15,11hr 55min,1 stop,"₹22,401"
1264,GO FIRST,8:50,DEL–GOI,6:15,9hr 25min,1 stop,"₹22,401"
1265,GO FIRST,10:15,DEL–GOI, 6:15,8hr,1 stop,"₹22,401"
1266,GO FIRST,10:45,DEL–GOI, 6:15,7hr 30min,1 stop,"₹22,401"
1267,GO FIRST,10:45,DEL–GOI, 12:4,14hr,1 stop,"₹22,401"
1268,IndiGo,12:45,DEL–GOI, 9:30,8hr 45min,1 stop,"₹22,441"
1269,IndiGo,3:00,DEL–GOI,9:30,6hr 30min,1 stop,"₹22,598"
1270,AirAsia (India),7:10,DEL–GOI,12:45,5hr 35min,1 stop,"₹22,725"
1271,IndiGo,1:25,DEL–GOI,9:30,8hr 5min,1 stop,"₹22,756"
1272,AirAsia (India),9:35,DEL–GOI,12:45,15hr 10min,1 stop,"₹22,869"
1273,Air India,7:00,DEL–GOI,6:20,23hr 20min,1 stop,"₹23,094"
1274,Air India,8:00,DEL–GOI,6:20,22hr 20min,1 stop,"₹23,094"
1275,Air India,9:00,DEL–GOI,6:20,21hr 20min,1 stop,"₹23,094"
1276,Air India,10:00,DEL–GOI, 6:20,20hr 20min,1 stop,"₹23,094"
1277,Air India,2:00,DEL–GOI,6:20,16hr 20min,1 stop,"₹23,094"
1278,Air India,2:30,DEL–GOI,6:20,15hr 50min,2 stops,"₹23,094"
1279,Air India,5:55,DEL–GOI,6:20,12hr 25min,1 stop,"₹23,094"
1280,Air India,7:00,DEL–GOI,6:20,11hr 20min,1 stop,"₹23,094"
1281,Air India,8:00,DEL–GOI,6:20,10hr 20min,1 stop,"₹23,094"
1282,Air India,9:15,DEL–GOI,6:20,9hr 5min,1 stop,"₹23,094"
1283,Air India,10:30,DEL–GOI, 6:20,7hr 50min,1 stop,"₹23,094"
1284,IndiGo,10:55,DEL–GOI, 7:45,8hr 50min,1 stop,"₹23,247"
1285,SpiceJet,12:30,DEL–GOI, 12:5,12hr 25min,1 stop,"₹23,512"
1286,GO FIRST,12:30,DEL–GOI, 5:45,5hr 15min,1 stop,"₹24,397"
1287,GO FIRST,1:00,DEL–GOI,5:45,4hr 45min,1 stop,"₹24,397"
1288,GO FIRST,1:15,DEL–GOI,5:45,4hr 30min,1 stop,"₹24,397"
1289,IndiGo,5:30,DEL–GOI,12:40,7hr 10min,1 stop,"₹24,425"
1290,IndiGo,6:30,DEL–GOI,12:40,6hr 10min,1 stop,"₹24,425"
1291,IndiGo,6:30,DEL–GOI,3:15,8hr 45min,1 stop,"₹24,425"
1292,IndiGo,8:45,DEL–GOI,6:10,9hr 25min,1 stop,"₹24,425"
1293,IndiGo,9:55,DEL–GOI,5:35,7hr 40min,1 stop,"₹24,436"
1294,IndiGo,12:45,DEL–GOI, 5:35,4hr 50min,1 stop,"₹24,436"
1295,IndiGo,5:15,DEL–GOI,1:10,7hr 55min,2 stops,"₹24,646"
1296,Air India,7:00,DEL–GOI,2:35,7hr 35min,1 stop,"₹24,669"
1297,Air India,8:00,DEL–GOI,2:35,6hr 35min,1 stop,"₹24,669"
1298,Air India,9:00,DEL–GOI,2:35,5hr 35min,1 stop,"₹24,669"
1299,Air India,10:00,DEL–GOI, 2:35,4hr 35min,1 stop,"₹24,669"
1300,IndiGo,1:50,DEL–GOI,6:50,5hr,1 stop,"₹24,751"
1301,IndiGo,5:20,DEL–GOI,2:15,8hr 55min,1 stop,"₹24,788"
1302,SpiceJet,6:55,DEL–GOI,12:55,6hr,1 stop,"₹24,876"
1303,SpiceJet,6:55,DEL–GOI,5:05,10hr 10min,1 stop,"₹24,876"
1304,SpiceJet,8:20,DEL–GOI,5:05,8hr 45min,1 stop,"₹24,876"
1305,IndiGo,8:00,DEL–GOI,3:15,7hr 15min,1 stop,"₹25,034"
1306,IndiGo,8:45,DEL–GOI,3:15,6hr 30min,1 stop,"₹25,034"
1307,IndiGo,5:15,DEL–GOI,10:40,5hr 25min,1 stop,"₹25,137"
1308,GO FIRST,5:25,DEL–GOI,3:50,10hr 25min,1 stop,"₹25,447"
1309,GO FIRST,6:15,DEL–GOI,3:50,9hr 35min,1 stop,"₹25,447"
1310,IndiGo,12:10,DEL–GOI, 6:15,6hr 5min,1 stop,"₹25,643"
1311,IndiGo,8:00,DEL–GOI,12:40,4hr 40min,1 stop,"₹25,643"
1312,IndiGo,9:35,DEL–GOI,6:10,8hr 35min,1 stop,"₹25,643"
1313,IndiGo,11:55,DEL–GOI, 6:10,6hr 15min,1 stop,"₹25,643"
1314,IndiGo,1:00,DEL–GOI,8:40,7hr 40min,1 stop,"₹26,082"
1315,IndiGo,7:55,DEL–GOI,2:00,6hr 5min,1 stop,"₹26,252"
1316,IndiGo,7:20,DEL–GOI,3:15,7hr 55min,1 stop,"₹26,483"
1317,IndiGo,9:35,DEL–GOI,3:15,5hr 40min,1 stop,"₹26,483"
1318,AirAsia (India),8:10,DEL–GOI,6:00,9hr 50min,2 stops,"₹26,484"
1319,AirAsia (India),8:10,DEL–GOI,7:25,11hr 15min,2 stops,"₹26,484"
1320,AirAsia (India),9:35,DEL–GOI,6:00,8hr 25min,2 stops,"₹26,484"
1321,AirAsia (India),9:35,DEL–GOI,7:25,9hr 50min,2 stops,"₹26,484"
1322,IndiGo,6:40,DEL–GOI,2:00,7hr 20min,1 stop,"₹26,861"
1323,IndiGo,6:55,DEL–GOI,2:10,7hr 15min,1 stop,"₹26,861"
1324,IndiGo,10:45,DEL–GOI, 6:10,7hr 25min,1 stop,"₹27,061"
1325,Vistara,5:55,DEL–GOI,7:50,25hr 55min,1 stop,"₹27,140"
1326,Vistara,7:30,DEL–GOI,7:50,24hr 20min,1 stop,"₹27,140"
1327,Vistara,11:40,DEL–GOI, 7:50,20hr 10min,1 stop,"₹27,140"
1328,Vistara,12:45,DEL–GOI, 7:50,19hr 5min,1 stop,"₹27,140"
1329,Vistara,2:20,DEL–GOI,7:50,17hr 30min,1 stop,"₹27,140"
1330,Vistara,3:30,DEL–GOI,7:50,16hr 20min,1 stop,"₹27,140"
1331,Vistara,4:55,DEL–GOI,7:50,14hr 55min,1 stop,"₹27,140"
1332,Vistara,5:45,DEL–GOI,7:50,14hr 5min,1 stop,"₹27,140"
1333,Vistara,7:00,DEL–GOI,7:50,12hr 50min,1 stop,"₹27,140"
1334,Vistara,7:45,DEL–GOI,7:50,12hr 5min,1 stop,"₹27,140"
1335,Vistara,8:40,DEL–GOI,7:50,11hr 10min,1 stop,"₹27,140"
1336,Vistara,9:30,DEL–GOI,7:50,10hr 20min,1 stop,"₹27,140"
1337,Vistara,2:15,DEL–GOI,2:05,23hr 50min,1 stop,"₹27,434"
1338,Vistara,4:05,DEL–GOI,2:05,22hr,1 stop,"₹27,434"
1339,Vistara,5:35,DEL–GOI,2:05,20hr 30min,1 stop,"₹27,434"
1340,Vistara,6:00,DEL–GOI,2:05,20hr 5min,1 stop,"₹27,434"
1341,Vistara,7:50,DEL–GOI,2:05,18hr 15min,1 stop,"₹27,434"
1342,Vistara,8:40,DEL–GOI,2:05,17hr 25min,1 stop,"₹27,434"
1343,IndiGo,7:20,DEL–GOI,12:40,5hr 20min,1 stop,"₹27,470"
1344,IndiGo,11:30,DEL–GOI, 8:40,9hr 10min,1 stop,"₹27,691"
1345,GO FIRST,5:45,DEL–GOI,4:55,11hr 10min,1 stop,"₹27,692"
1346,IndiGo,12:45,DEL–GOI, 6:00,5hr 15min,1 stop,"₹27,953"
1347,IndiGo,8:20,DEL–GOI,2:10,5hr 50min,1 stop,"₹28,079"
1348,IndiGo,6:00,DEL–GOI,2:10,8hr 10min,1 stop,"₹29,704"
1349,Air India,1:30,DEL–GOI,6:20,16hr 50min,2 stops,"₹29,863"
1350,Air India,5:15,DEL–GOI,6:20,13hr 5min,2 stops,"₹29,863"
1351,IndiGo,12:55,DEL–GOI, 7:20,6hr 25min,1 stop,"₹30,526"
1352,Vistara,2:10,DEL–GOI,7:50,17hr 40min,2 stops,"₹32,678"
1353,IndiGo,5:45,DEL–GOI,3:00,9hr 15min,1 stop,"₹33,464"
1354,Vistara,8:10,DEL–GOI,2:05,5hr 55min,1 stop,"₹34,259"
1355,IndiGo,6:05,DEL–GOI,2:30,8hr 25min,1 stop,"₹34,724"
1356,IndiGo,7:10,DEL–GOI,2:30,7hr 20min,1 stop,"₹34,724"
1357,IndiGo,6:40,DEL–GOI,3:00,8hr 20min,1 stop,"₹34,724"
1358,IndiGo,8:00,DEL–GOI,3:00,7hr,1 stop,"₹34,724"
1359,Vistara,9:05,DEL–GOI,2:05,5hr,1 stop,"₹35,361"
1360,Air India,10:45,DEL–GOI, 1:35,2hr 50min,Nonstop,"₹35,659"
1361,Vistara,6:15,DEL–GOI,2:05,7hr 50min,1 stop,"₹37,251"
1362,Vistara,5:55,DEL–GOI,12:45,6hr 50min,1 stop,"₹39,005"
